Dummy line 1
Dummy line 2
Comments: Period = 30.0
timestamp,output_voltage,output_current,therm_0,therm_1,therm_2,therm_3,therm_4,therm_5,therm_6,therm_7
0.0,0.0,0.0,20.02467932655124,19.561706476639753,19.449774019585252,19.161772497801028,19.541175718091456,19.53743126599224,19.701929410157106,19.72331535577041
0.1,0.0,0.0,20.185738503242828,19.720977439763587,19.392634942133498,19.34415364849571,19.41287754210592,19.39081602942677,19.523913729448775,19.832830075431943
0.2,0.0,0.0,20.110357149597185,19.590436592744087,19.34762187710142,19.449781927058314,19.38285661624102,19.41372748098025,19.594052029042444,19.75548201457499
0.30000000000000004,0.0,0.0,20.079372639747767,19.61570728851457,19.339251102508594,19.37284180061758,19.480005671974546,19.50284471812334,19.617468223751644,19.656528962416807
0.4,0.0,0.0,20.25351244225975,19.58210511419067,19.434085962638928,19.256744300323803,19.417071163285932,19.405730696309565,19.609877408163555,19.768023886320712
0.5,0.0,0.0,20.053710695250334,19.888984565174884,19.575347837732142,19.312367789997133,19.570744993836758,19.721303147089614,19.606060175899994,19.84822260835442
0.6000000000000001,0.0,0.0,20.364371517900796,19.718047103773714,19.60261091739866,19.581951322569385,19.504039190492016,19.48433687772012,19.611821716254546,19.723363670945282
0.7000000000000001,0.0,0.0,20.385547694166778,19.977509206393094,19.582990369536645,19.4791336031504,19.56310362493294,19.57891882486124,19.58180408748076,19.662268387824856
0.8,0.0,0.0,20.39257797023587,19.939211745804382,19.52078489088827,19.53327560767941,19.506492091626956,19.45929662310136,19.492973892816895,19.64338256920422
0.9,0.0,0.0,20.34316588368663,19.83289269006639,19.604230830857375,19.608635540524734,19.45388946818765,19.479179103665707,19.46021001730037,19.893412568953746
1.0,0.0,0.0,20.40880628902199,19.846931831341905,19.509064106800615,19.568172544031952,19.405370246445198,19.2731032633812,19.562507799635515,19.486273707400137
1.1,0.0,0.0,20.499196193298182,20.000607219304555,19.510332493307036,19.281647242836733,19.526814537218584,19.60529866594022,19.60414076827047,19.70431567936997
1.2000000000000002,0.0,0.0,20.459770155623186,19.941818790706623,19.66432817128812,19.447537474957624,19.67346561601586,19.643012315653216,19.523705207502502,19.648170404018806
1.3,0.0,0.0,20.524703925420784,19.93157840027913,19.776829604561236,19.560729697956933,19.35988863886027,19.623694046025797,19.586046416912207,19.633508422165573
1.4000000000000001,0.0,0.0,20.46414912069594,20.07649545078677,19.68224773067897,19.463272138336574,19.465552940215773,19.503864050758008,19.633773252762253,19.67129504909895
1.5,0.0,0.0,20.728939936837303,20.167395396903242,19.707091464639916,19.506671801457756,19.769837579816173,19.42952374182527,19.637702554522026,19.783206507886813
1.6,0.0,0.0,20.67411207516883,20.144401825642227,19.578874960908372,19.669904637825578,19.522898615750094,19.733453055746374,19.6283298784844,19.879720099345224
1.7000000000000002,0.0,0.0,20.747135502244312,19.96062273528794,19.753267283089137,19.660141291351426,19.464509449187478,19.605619810209497,19.715885380462826,19.522174690957396
1.8,0.0,0.0,20.704509308661954,20.17300351555811,19.851193977404662,19.43413066703352,19.563618929655775,19.787550853073164,19.496426042212722,19.58168883843636
1.9000000000000001,0.0,0.0,20.70247541105279,20.028458403303983,19.998705637905243,19.460029002329605,19.431735815106062,19.711325076194836,19.57511749187622,19.57515026456883
2.0,0.0,0.0,20.722001928641667,20.15753282875682,19.851068516670757,19.72422030265863,19.691479901051483,19.60453098667797,19.63813698321136,19.724747345039543
2.1,0.0,0.0,20.75652683002613,20.32027251492316,19.751676667012397,19.655901420081964,19.538697664866113,19.809836092940724,19.759959895069343,19.684641955775714
2.2,0.0,0.0,20.884361421592804,20.43731857578523,19.902406354910575,19.656740276599397,19.364540322280437,19.576654017930693,19.53495638196645,19.728537977308854
2.3000000000000003,0.0,0.0,20.938137883176978,20.31662663175414,19.932350477423473,19.590246499685414,19.420980578567367,19.513871983965654,19.614014403769456,19.713161623493978
2.4000000000000004,0.0,0.0,20.97726796862066,20.424713393820745,19.858074136670993,19.619950825064066,19.684446522175833,19.64564682766819,19.67735498312812,19.69852568921254
2.5,0.0,0.0,21.122527599817786,20.307600178776738,20.171326086981793,19.807131720589748,19.681812986416865,19.52425095312847,19.74516895120204,19.675031796913043
2.6,0.0,0.0,21.009547171812983,20.248736784660142,19.87570153210846,19.671742626659153,19.61879754324281,19.60292821253688,19.687942233494006,19.77978790852602
2.7,0.0,0.0,21.075475868945695,20.394881542044317,20.09214256518803,19.73816399561601,19.58763925113555,19.599376735734886,19.517642246562367,19.58958788328213
2.8000000000000003,0.0,0.0,21.089880344822053,20.345548709370526,19.968143889224354,19.882019183038675,19.586707196447335,19.891180121092205,19.605020611013398,19.609261458438578
2.9000000000000004,0.0,0.0,21.109579444691512,20.40071816160222,20.05728006878091,20.054181940238188,19.77442810245992,19.73648601614976,19.444278131500912,19.846103876832547
3.0,0.0,0.0,21.31990631294767,20.562826799706738,20.177886448708822,19.725835488781343,19.733285228355516,19.631579478243918,19.602434983213044,19.778008893989504
3.1,0.0,0.0,21.064180494500686,20.61390449807996,20.126282434020744,19.9099217763259,19.68122426362311,19.620082182536276,19.958965210439942,19.882674771707624
